,USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW.1,MW.2,MW.3,AW,AW.1,AW.2,AW.3,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
9535,29980,99999,201706020000,279.00,10.00,15.00,722.00,CLR,,,,31.20,,,,,0.00,,,,0.00,38.00,31.00,1005.80,,1002.60,,,,,,,0.00
9536,29980,99999,201706020100,289.00,11.00,17.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,37.00,29.00,1005.80,,1002.60,,,,,,,0.00
9537,29980,99999,201706020200,277.00,10.00,17.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,37.00,29.00,1005.80,,1002.70,,,,,,,0.00
9538,29980,99999,201706020300,280.00,11.00,,,,,,,31.20,,,,,0.00,,,,,39.00,30.00,1005.90,,1002.70,,,,,,,
9539,29980,99999,201706020400,283.00,12.00,23.00,722.00,CLR,,,,26.20,,,,,0.00,,,,,41.00,30.00,1005.90,,1002.80,,,,,,,0.00
9540,29980,99999,201706020500,274.00,15.00,25.00,722.00,CLR,,,,23.10,,,,,0.00,,,,,43.00,31.00,1005.70,,1002.60,,,,,,,0.00
9541,29980,99999,201706020600,291.00,16.00,30.00,40.00,BKN,,,,31.20,,,,,0.00,,,,0.00,44.00,28.00,1005.80,,1002.70,44.00,36.00,0.00,,,,0.00
9542,29980,99999,201706020700,297.00,13.00,28.00,41.00,OVC,,,,31.20,,,,,0.00,,,,,44.00,27.00,1006.20,,1003.10,,,,,,,0.00
9543,29980,99999,201706020800,293.00,16.00,30.00,41.00,BKN,,,,27.50,,,,,0.00,,,,,45.00,27.00,1006.20,,1003.10,,,,,,,0.00
9544,29980,99999,201706020900,300.00,18.00,,,BKN,,,,28.10,,,,,0.00,,,,,45.00,28.00,1006.70,,1003.60,,,,,,,
9545,29980,99999,201706021000,299.00,16.00,29.00,37.00,BKN,,,,22.80,,,,,0.00,,,,,46.00,29.00,1007.10,,1004.00,,,,,,,0.00
9546,29980,99999,201706021100,296.00,19.00,32.00,38.00,BKN,,,,28.90,,,,,0.00,,,,,47.00,29.00,1007.70,,1004.60,,,,,,,0.00
9547,29980,99999,201706021200,302.00,19.00,32.00,35.00,BKN,,,,18.00,,,,,0.00,,,,0.00,47.00,31.00,1008.50,,1005.40,,,,,,,0.00
9548,29980,99999,201706021300,312.00,17.00,28.00,37.00,BKN,,,,31.20,,,,,23.00,,,,,47.00,31.00,1009.30,,1006.30,,,,,,,0.00
9549,29980,99999,201706021400,313.00,17.00,31.00,32.00,BKN,,,,24.30,,,,,23.00,,,,,47.00,32.00,1010.30,,1007.20,,,,,,,0.00
9550,29980,99999,201706021500,310.00,16.00,,,BKN,,,,21.90,,,,,81.00,,,,,45.00,33.00,1011.40,,1008.30,,,,,,,
9551,29980,99999,201706021600,311.00,15.00,28.00,37.00,OVC,,,,30.70,,,,,0.00,,,,,45.00,32.00,1012.20,,1009.10,,,,,,,0.00
9552,29980,99999,201706021700,323.00,16.00,30.00,722.00,SCT,,,,28.90,,,,,0.00,,,,,47.00,29.00,1012.50,,1009.40,,,,,,,0.00
9553,29980,99999,201706021800,318.00,7.00,12.00,722.00,SCT,,,,31.20,,,,,0.00,,,,8.00,47.00,30.00,1012.70,,1009.60,49.00,43.00,0.00,,,,0.00
9554,29980,99999,201706021900,284.00,7.00,,50.00,BKN,,,,31.20,,,,,0.00,,,,,44.00,33.00,1013.10,,1010.00,,,,,,,0.00
9555,29980,99999,201706022000,304.00,7.00,12.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,43.00,29.00,1013.30,,1010.20,,,,,,,0.00
9556,29980,99999,201706022100,280.00,9.00,,,,,,,31.20,,,,,0.00,,,,,40.00,28.00,1013.60,,1010.50,,,,,,,
9557,29980,99999,201706022200,297.00,9.00,13.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,40.00,28.00,1013.90,,1010.70,,,,,,,0.00
9558,29980,99999,201706022300,289.00,11.00,17.00,722.00,SCT,,,,31.20,,,,,0.00,,,,,40.00,28.00,1014.20,,1011.00,,,,,,,0.00
9559,29980,99999,201706030000,296.00,10.00,16.00,722.00,SCT,,,,31.20,,,,,0.00,,,,0.00,39.00,28.00,1014.50,,1011.30,,,,,,,0.00
9560,29980,99999,201706030100,283.00,11.00,18.00,60.00,OVC,,,,31.20,,,,,0.00,,,,,40.00,29.00,1014.60,,1011.40,,,,,,,0.00
9561,29980,99999,201706030200,291.00,11.00,17.00,722.00,SCT,,,,31.20,,,,,0.00,,,,,39.00,29.00,1014.90,,1011.70,,,,,,,0.00
9562,29980,99999,201706030300,290.00,11.00,,,,,,,31.20,,,,,0.00,,,,,40.00,30.00,1014.90,,1011.70,,,,,,,
9563,29980,99999,201706030400,296.00,13.00,21.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,43.00,29.00,1014.80,,1011.70,,,,,,,0.00
9564,29980,99999,201706030500,297.00,12.00,21.00,722.00,CLR,,,,26.30,,,,,0.00,,,,,46.00,29.00,1014.60,,1011.50,,,,,,,0.00
9565,29980,99999,201706030600,307.00,12.00,26.00,722.00,CLR,,,,26.60,,,,,0.00,,,,0.00,48.00,26.00,1014.80,,1011.70,48.00,38.00,0.00,,,,0.00
9566,29980,99999,201706030700,300.00,13.00,24.00,722.00,SCT,,,,31.20,,,,,0.00,,,,,49.00,27.00,1015.10,,1012.00,,,,,,,0.00
9567,29980,99999,201706030800,317.00,12.00,20.00,722.00,SCT,,,,27.00,,,,,0.00,,,,,51.00,26.00,1015.00,,1011.90,,,,,,,0.00
9568,29980,99999,201706030900,300.00,11.00,,,BKN,,,,25.00,,,,,0.00,,,,,53.00,28.00,1014.60,,1011.50,,,,,,,
9569,29980,99999,201706031000,304.00,13.00,24.00,722.00,SCT,,,,21.00,,,,,0.00,,,,,55.00,28.00,1014.40,,1011.30,,,,,,,0.00
9570,29980,99999,201706031100,288.00,11.00,21.00,722.00,SCT,,,,27.30,,,,,0.00,,,,,55.00,27.00,1014.20,,1011.10,,,,,,,0.00
9571,29980,99999,201706031200,301.00,9.00,18.00,722.00,SCT,,,,27.80,,,,,0.00,,,,0.00,56.00,28.00,1014.20,,1011.10,,,,,,,0.00
9572,29980,99999,201706031300,295.00,10.00,19.00,722.00,SCT,,,,27.40,,,,,0.00,,,,,59.00,28.00,1014.00,,1011.00,,,,,,,0.00
9573,29980,99999,201706031400,308.00,9.00,18.00,722.00,SCT,,,,26.50,,,,,0.00,,,,,59.00,28.00,1013.60,,1010.60,,,,,,,0.00
9574,29980,99999,201706031500,310.00,9.00,,,,,,,28.10,,,,,0.00,,,,,59.00,26.00,1013.30,,1010.30,,,,,,,
9575,29980,99999,201706031600,292.00,11.00,17.00,722.00,SCT,,,,25.90,,,,,0.00,,,,,60.00,26.00,1012.90,,1009.90,,,,,,,0.00
9576,29980,99999,201706031700,306.00,7.00,13.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,59.00,24.00,1012.70,,1009.60,,,,,,,0.00
9577,29980,99999,201706031800,300.00,7.00,13.00,722.00,CLR,,,,31.20,,,,,0.00,,,,0.00,57.00,26.00,1012.60,,1009.50,61.00,47.00,0.00,,,,0.00
9578,29980,99999,201706031900,320.00,4.00,,722.00,CLR,,,,31.20,,,,,0.00,,,,,52.00,27.00,1012.60,,1009.50,,,,,,,0.00
9579,29980,99999,201706032000,339.00,8.00,,,BKN,,,,31.20,,,,,0.00,,,,,49.00,28.00,1012.90,,1009.80,,,,,,,0.00
9580,29980,99999,201706032100,340.00,9.00,,722.00,SCT,,,,31.20,,,,,0.00,,,,,48.00,28.00,1012.90,,1009.80,,,,,,,
9581,29980,99999,201706032200,320.00,6.00,,,BKN,,,,31.20,,,,,0.00,,,,,46.00,29.00,1013.10,,1010.00,,,,,,,0.00
9582,29980,99999,201706032300,332.00,7.00,,160.00,BKN,,,,31.20,,,,,0.00,,,,,45.00,28.00,1013.40,,1010.30,,,,,,,0.00
9583,29980,99999,201706040000,3.00,7.00,,722.00,SCT,,,,31.20,,,,,0.00,,,,0.00,43.00,28.00,1013.50,,1010.40,,,,,,,0.00
9584,29980,99999,201706040100,27.00,7.00,,,BKN,,,,31.20,,,,,0.00,,,,,43.00,29.00,1013.50,,1010.30,,,,,,,0.00
9585,29980,99999,201706040200,24.00,4.00,,140.00,BKN,,,,31.20,,,,,0.00,,,,,41.00,31.00,1013.80,,1010.70,,,,,,,0.00
9586,29980,99999,201706040300,50.00,4.00,,722.00,SCT,,,,31.20,,,,,0.00,,,,,43.00,31.00,1014.20,,1011.00,,,,,,,
9587,29980,99999,201706040400,42.00,3.00,,722.00,SCT,,,,31.00,,,,,0.00,,,,,44.00,32.00,1014.20,,1011.10,,,,,,,0.00
9588,29980,99999,201706040500,80.00,3.00,,722.00,SCT,,,,30.80,,,,,0.00,,,,,46.00,33.00,1014.50,,1011.40,,,,,,,0.00
9589,29980,99999,201706040600,76.00,4.00,,722.00,SCT,,,,22.60,,,,,0.00,,,,0.00,48.00,34.00,1014.30,,1011.20,57.00,41.00,0.00,,,,0.00
9590,29980,99999,201706040700,132.00,7.00,,722.00,SCT,,,,20.50,,,,,0.00,,,,,50.00,33.00,1014.40,,1011.30,,,,,,,0.00
9591,29980,99999,201706040800,137.00,9.00,13.00,722.00,CLR,,,,22.50,,,,,0.00,,,,,51.00,31.00,1014.20,,1011.10,,,,,,,0.00
9592,29980,99999,201706040900,140.00,9.00,,,,,,,25.00,,,,,0.00,,,,,52.00,33.00,1013.60,,1010.60,,,,,,,
9593,29980,99999,201706041000,147.00,9.00,15.00,722.00,CLR,,,,23.20,,,,,0.00,,,,,53.00,35.00,1013.60,,1010.50,,,,,,,0.00
9594,29980,99999,201706041100,183.00,7.00,13.00,722.00,CLR,,,,20.20,,,,,0.00,,,,,54.00,32.00,1013.30,,1010.20,,,,,,,0.00
9595,29980,99999,201706041200,193.00,9.00,12.00,722.00,CLR,,,,24.80,,,,,0.00,,,,0.00,55.00,31.00,1013.10,,1010.10,,,,,,,0.00
9596,29980,99999,201706041300,172.00,7.00,12.00,722.00,CLR,,,,26.40,,,,,0.00,,,,,56.00,33.00,1012.70,,1009.70,,,,,,,0.00
9597,29980,99999,201706041400,169.00,6.00,,722.00,CLR,,,,25.60,,,,,0.00,,,,,57.00,31.00,1012.20,,1009.20,,,,,,,0.00
9598,29980,99999,201706041500,160.00,7.00,,,,,,,21.90,,,,,0.00,,,,,59.00,23.00,1011.50,,1008.50,,,,,,,
9599,29980,99999,201706041600,189.00,10.00,13.00,722.00,CLR,,,,28.40,,,,,0.00,,,,,58.00,20.00,1011.40,,1008.30,,,,,,,0.00
9600,29980,99999,201706041700,168.00,8.00,11.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,52.00,33.00,1011.20,,1008.10,,,,,,,0.00
9601,29980,99999,201706041800,136.00,4.00,,722.00,CLR,,,,31.20,,,,,0.00,,,,0.00,49.00,35.00,1010.90,,1007.80,61.00,47.00,0.00,,,,0.00
9602,29980,99999,201706041900,138.00,3.00,,43.00,OVC,,,,31.20,,,,,0.00,,,,,49.00,34.00,1010.40,,1007.30,,,,,,,0.00
9603,29980,99999,201706042000,142.00,3.00,,,BKN,,,,31.20,,,,,0.00,,,,,49.00,28.00,1010.10,,1007.00,,,,,,,0.00
9604,29980,99999,201706042100,100.00,4.00,,,OVC,,,,31.20,,,,,0.00,,,,,49.00,34.00,1009.70,,1006.60,,,,,,,
9605,29980,99999,201706042200,89.00,3.00,,,BKN,,,,31.20,,,,,0.00,,,,,49.00,33.00,1009.10,,1006.10,,,,,,,0.00
9606,29980,99999,201706042300,106.00,3.00,,65.00,OVC,,,,31.20,,,,,0.00,,,,,50.00,34.00,1008.50,,1005.40,,,,,,,0.00
9607,29980,99999,201706050000,360.00,0.00,,65.00,OVC,,,,31.20,,,,,0.00,,,,0.00,49.00,37.00,1007.90,,1004.80,,,,,,,0.00
9608,29980,99999,201706050100,91.00,6.00,,65.00,OVC,,,,31.20,,,,,0.00,,,,,50.00,36.00,1007.40,,1004.30,,,,,,,0.00
9609,29980,99999,201706050200,88.00,3.00,,75.00,BKN,,,,31.20,,,,,0.00,,,,,49.00,38.00,1006.80,,1003.70,,,,,,,0.00
9610,29980,99999,201706050300,80.00,7.00,,,BKN,,,,31.20,,,,,0.00,,,,,51.00,40.00,1006.30,,1003.20,,,,,,,
9611,29980,99999,201706050400,117.00,8.00,,65.00,BKN,,,,26.70,,,,,0.00,,,,,50.00,42.00,1006.10,,1003.10,,,,,,,0.00
9612,29980,99999,201706050500,128.00,7.00,,29.00,BKN,,,,27.70,,,,,0.00,,,,,51.00,44.00,1005.80,,1002.80,,,,,,,0.00
9613,29980,99999,201706050600,124.00,10.00,15.00,31.00,OVC,,,,31.20,,,,,0.00,,,,0.00,52.00,44.00,1005.80,,1002.70,52.00,48.00,0.00,,,,0.00
9614,29980,99999,201706050700,132.00,5.00,,14.00,BKN,,,,17.10,,,,,51.00,,,,,51.00,45.00,1006.00,,1002.90,,,,,,,0.00
9615,29980,99999,201706050800,123.00,6.00,,10.00,BKN,,,,14.50,,,,,52.00,,,,,51.00,45.00,1006.00,,1002.90,,,,,,,0.00
9616,29980,99999,201706050900,130.00,7.00,,,OVC,,,,11.90,,,,,61.00,,,,,51.00,47.00,1006.00,,1003.00,,,,,,,
9617,29980,99999,201706051000,134.00,9.00,12.00,7.00,BKN,,,,11.40,,,,,61.00,,,,,51.00,47.00,1006.10,,1003.10,,,,,,,0.00
9618,29980,99999,201706051100,124.00,9.00,12.00,7.00,OVC,,,,15.50,,,,,61.00,,,,,54.00,49.00,1006.20,,1003.10,,,,,,,0.00
9619,29980,99999,201706051200,141.00,9.00,12.00,14.00,BKN,,,,15.20,,,,,51.00,,,,6.00,53.00,47.00,1006.60,,1003.50,,,,,,,0.00
9620,29980,99999,201706051300,136.00,9.00,12.00,11.00,BKN,,,,16.10,,,,,51.00,,,,,52.00,47.00,1006.80,,1003.80,,,,,,,0.00
9621,29980,99999,201706051400,144.00,6.00,,7.00,BKN,,,,10.00,,,,,61.00,,,,,51.00,48.00,1007.10,,1004.00,,,,,,,0.00
9622,29980,99999,201706051500,120.00,9.00,,,BKN,,,,3.80,,,,,61.00,,,,,50.00,48.00,1007.20,,1004.20,,,,,,,
9623,29980,99999,201706051600,119.00,9.00,12.00,2.00,BKN,,,,3.60,,,,,61.00,,,,,50.00,48.00,1007.40,,1004.30,,,,,,,0.00
9624,29980,99999,201706051700,118.00,9.00,12.00,3.00,BKN,,,,2.40,,,,,61.00,,,,,49.00,48.00,1007.40,,1004.30,,,,,,,0.00
9625,29980,99999,201706051800,170.00,8.00,16.00,1.00,BKN,,,,1.60,,,,,61.00,,,,6.00,50.00,49.00,1007.60,,1004.50,54.00,49.00,0.04,,,,0.00
9626,29980,99999,201706051900,202.00,9.00,13.00,2.00,BKN,,,,6.70,,,,,23.00,,,,,50.00,49.00,1008.00,,1004.90,,,,,,,0.00
9627,29980,99999,201706052000,202.00,8.00,13.00,3.00,BKN,,,,4.00,,,,,10.00,,,,,50.00,49.00,1008.30,,1005.30,,,,,,,0.00
9628,29980,99999,201706052100,210.00,9.00,,,BKN,,,,5.60,,,,,10.00,,,,,50.00,49.00,1008.60,,1005.50,,,,,,,
9629,29980,99999,201706052200,205.00,6.00,,4.00,BKN,,,,5.60,,,,,10.00,,,,,49.00,48.00,1009.00,,1005.90,,,,,,,0.00
9630,29980,99999,201706052300,201.00,6.00,,722.00,CLR,,,,6.20,,,,,0.00,,,,,48.00,47.00,1009.10,,1006.10,,,,,,,0.00
9631,29980,99999,201706060000,213.00,7.00,,722.00,CLR,,,,6.70,,,,,10.00,,,,6.00,47.00,46.00,1009.40,,1006.30,,,,,,,0.00
9632,29980,99999,201706060100,203.00,8.00,,722.00,CLR,,,,8.70,,,,,0.00,,,,,47.00,46.00,1009.90,,1006.80,,,,,,,0.00
9633,29980,99999,201706060200,220.00,8.00,13.00,722.00,CLR,,,,7.70,,,,,0.00,,,,,48.00,46.00,1010.50,,1007.40,,,,,,,0.00
9634,29980,99999,201706060300,240.00,7.00,,,,,,,11.90,,,,,0.00,,,,,49.00,47.00,1010.90,,1007.80,,,,,,,
9635,29980,99999,201706060400,254.00,4.00,,722.00,CLR,,,,14.70,,,,,0.00,,,,,51.00,48.00,1011.60,,1008.50,,,,,,,0.00
9636,29980,99999,201706060500,164.00,1.00,,722.00,CLR,,,,16.00,,,,,0.00,,,,,54.00,48.00,1012.10,,1009.10,,,,,,,0.00
9637,29980,99999,201706060600,120.00,4.00,,722.00,CLR,,,,15.80,,,,,0.00,,,,1.00,56.00,48.00,1012.80,,1009.70,57.00,47.00,0.00,,,,0.00
9638,29980,99999,201706060700,186.00,4.00,,722.00,CLR,,,,20.80,,,,,0.00,,,,,59.00,49.00,1013.20,,1010.20,,,,,,,0.00
9639,29980,99999,201706060800,197.00,7.00,,722.00,CLR,,,,23.90,,,,,0.00,,,,,61.00,49.00,1013.80,,1010.80,,,,,,,0.00
9640,29980,99999,201706060900,190.00,9.00,,,,,,,18.80,,,,,0.00,,,,,62.00,48.00,1014.00,,1011.00,,,,,,,
9641,29980,99999,201706061000,195.00,9.00,16.00,722.00,CLR,,,,20.30,,,,,0.00,,,,,64.00,49.00,1014.40,,1011.40,,,,,,,0.00
9642,29980,99999,201706061100,193.00,12.00,19.00,722.00,CLR,,,,17.80,,,,,0.00,,,,,65.00,48.00,1014.30,,1011.30,,,,,,,0.00
9643,29980,99999,201706061200,207.00,15.00,22.00,722.00,CLR,,,,18.20,,,,,0.00,,,,0.00,66.00,48.00,1014.70,,1011.70,,,,,,,0.00
9644,29980,99999,201706061300,207.00,13.00,21.00,722.00,SCT,,,,24.10,,,,,0.00,,,,,67.00,47.00,1015.00,,1012.00,,,,,,,0.00
9645,29980,99999,201706061400,211.00,17.00,24.00,722.00,CLR,,,,22.80,,,,,0.00,,,,,67.00,46.00,1015.00,,1012.00,,,,,,,0.00
9646,29980,99999,201706061500,200.00,13.00,,,,,,,25.00,,,,,0.00,,,,,67.00,46.00,1015.30,,1012.30,,,,,,,
9647,29980,99999,201706061600,210.00,13.00,16.00,722.00,CLR,,,,26.20,,,,,0.00,,,,,65.00,45.00,1015.30,,1012.30,,,,,,,0.00
9648,29980,99999,201706061700,212.00,11.00,15.00,722.00,CLR,,,,29.20,,,,,0.00,,,,,64.00,46.00,1015.40,,1012.30,,,,,,,0.00
9649,29980,99999,201706061800,213.00,6.00,,722.00,CLR,,,,31.20,,,,,0.00,,,,0.00,62.00,46.00,1015.50,,1012.50,68.00,56.00,0.00,,,,0.00
9650,29980,99999,201706061900,229.00,4.00,,722.00,CLR,,,,31.20,,,,,0.00,,,,,60.00,47.00,1016.00,,1012.90,,,,,,,0.00
9651,29980,99999,201706062000,202.00,4.00,,722.00,CLR,,,,24.20,,,,,0.00,,,,,57.00,48.00,1016.30,,1013.30,,,,,,,0.00
9652,29980,99999,201706062100,220.00,2.00,,,,,,,25.00,,,,,0.00,,,,,55.00,48.00,1016.70,,1013.60,,,,,,,
9653,29980,99999,201706062200,289.00,2.00,,722.00,CLR,,,,24.20,,,,,0.00,,,,,54.00,50.00,1016.90,,1013.80,,,,,,,0.00
9654,29980,99999,201706062300,223.00,4.00,,722.00,CLR,,,,16.10,,,,,0.00,,,,,51.00,49.00,1017.30,,1014.20,,,,,,,0.00
9655,29980,99999,201706070000,124.00,2.00,,722.00,CLR,,,,7.00,,,,,0.00,,,,0.00,51.00,49.00,1017.30,,1014.30,,,,,,,0.00
9656,29980,99999,201706070100,42.00,2.00,,722.00,CLR,,,,4.80,,,,,10.00,,,,,49.00,48.00,1017.50,,1014.40,,,,,,,0.00
9657,29980,99999,201706070200,67.00,3.00,,722.00,CLR,,,,11.90,,,,,0.00,,,,,50.00,49.00,1017.60,,1014.50,,,,,,,0.00
9658,29980,99999,201706070300,60.00,4.00,,,,,,,18.80,,,,,0.00,,,,,54.00,49.00,1017.40,,1014.30,,,,,,,
9659,29980,99999,201706070400,56.00,4.00,,722.00,CLR,,,,20.30,,,,,0.00,,,,,58.00,49.00,1017.30,,1014.20,,,,,,,0.00
9660,29980,99999,201706070500,101.00,7.00,,722.00,CLR,,,,22.10,,,,,0.00,,,,,60.00,49.00,1017.30,,1014.30,,,,,,,0.00
9661,29980,99999,201706070600,85.00,6.00,,722.00,CLR,,,,15.40,,,,,0.00,,,,1.00,62.00,48.00,1017.40,,1014.40,62.00,48.00,0.00,,,,0.00
9662,29980,99999,201706070700,84.00,9.00,14.00,722.00,CLR,,,,22.10,,,,,0.00,,,,,63.00,46.00,1017.10,,1014.10,,,,,,,0.00
9663,29980,99999,201706070800,86.00,13.00,21.00,722.00,CLR,,,,30.40,,,,,0.00,,,,,65.00,45.00,1016.70,,1013.70,,,,,,,0.00
9664,29980,99999,201706070900,80.00,16.00,,,,,,,21.90,,,,,0.00,,,,,65.00,44.00,1016.60,,1013.60,,,,,,,
9665,29980,99999,201706071000,77.00,13.00,20.00,722.00,CLR,,,,19.30,,,,,0.00,,,,,66.00,45.00,1016.20,,1013.20,,,,,,,0.00
9666,29980,99999,201706071100,78.00,17.00,25.00,722.00,CLR,,,,20.80,,,,,0.00,,,,,67.00,44.00,1015.80,,1012.80,,,,,,,0.00
9667,29980,99999,201706071200,70.00,13.00,24.00,722.00,CLR,,,,26.90,,,,,0.00,,,,0.00,68.00,43.00,1015.50,,1012.50,,,,,,,0.00
9668,29980,99999,201706071300,80.00,18.00,25.00,722.00,CLR,,,,31.00,,,,,0.00,,,,,69.00,33.00,1015.20,,1012.20,,,,,,,0.00
9669,29980,99999,201706071400,84.00,17.00,25.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,68.00,36.00,1014.70,,1011.80,,,,,,,0.00
9670,29980,99999,201706071500,80.00,16.00,,722.00,SCT,,,,25.00,,,,,0.00,,,,,68.00,37.00,1014.40,,1011.40,,,,,,,
9671,29980,99999,201706071600,77.00,13.00,21.00,722.00,SCT,,,,30.50,,,,,0.00,,,,,68.00,40.00,1014.00,,1011.00,,,,,,,0.00
9672,29980,99999,201706071700,80.00,14.00,22.00,722.00,SCT,,,,30.00,,,,,0.00,,,,,66.00,41.00,1014.30,,1011.30,,,,,,,0.00
9673,29980,99999,201706071800,78.00,15.00,22.00,722.00,SCT,,,,31.20,,,,,0.00,,,,0.00,65.00,43.00,1014.30,,1011.30,70.00,61.00,0.00,,,,0.00
9674,29980,99999,201706071900,83.00,14.00,22.00,722.00,SCT,,,,31.20,,,,,0.00,,,,,64.00,44.00,1014.20,,1011.20,,,,,,,0.00
9675,29980,99999,201706072000,84.00,15.00,22.00,722.00,CLR,,,,31.20,,,,,0.00,,,,,61.00,44.00,1014.00,,1011.00,,,,,,,0.00
9676,29980,99999,201706072100,80.00,16.00,,,,,,,31.20,,,,,0.00,,,,,60.00,45.00,1013.80,,1010.70,,,,,,,
9677,29980,99999,201706072200,155.00,6.00,14.00,,BKN,,,,31.20,,,,,0.00,,,,,56.00,46.00,1014.30,,1011.30,,,,,,,0.00
9678,29980,99999,201706072300,94.00,9.00,13.00,,BKN,,,,28.30,,,,,0.00,,,,,57.00,47.00,1013.80,,1010.80,,,,,,,0.00
9679,29980,99999,201706080000,78.00,8.00,,,BKN,,,,27.90,,,,,0.00,,,,0.00,57.00,47.00,1013.50,,1010.50,,,,,,,0.00
9680,29980,99999,201706080100,80.00,7.00,,160.00,BKN,,,,29.40,,,,,0.00,,,,,56.00,47.00,1013.40,,1010.40,,,,,,,0.00
9681,29980,99999,201706080200,98.00,3.00,,120.00,BKN,,,,25.00,,,,,0.00,,,,,56.00,47.00,1013.60,,1010.50,,,,,,,0.00
9682,29980,99999,201706080300,340.00,2.00,,,BKN,,,,21.90,,,,,0.00,,,,,56.00,48.00,1013.80,,1010.80,,,,,,,
9683,29980,99999,201706080400,59.00,4.00,,75.00,BKN,,,,18.60,,,,,61.00,,,,,55.00,50.00,1013.90,,1010.80,,,,,,,0.00
9684,29980,99999,201706080500,200.00,7.00,12.00,,BKN,,,,16.70,,,,,23.00,,,,,55.00,52.00,1013.90,,1010.80,,,,,,,0.00
9685,29980,99999,201706080600,46.00,2.00,,722.00,SCT,,,,5.00,,,,,82.00,,,,8.00,53.00,50.00,1014.30,,1011.20,65.00,53.00,0.04,,,,0.00
9686,29980,99999,201706080700,83.00,9.00,13.00,42.00,BKN,,,,4.10,,,,,62.00,,,,,52.00,50.00,1014.80,,1011.70,,,,,,,0.00
9687,29980,99999,201706080800,12.00,6.00,,36.00,BKN,,,,6.50,,,,,62.00,,,,,53.00,51.00,1014.30,,1011.20,,,,,,,0.00
9688,29980,99999,201706080900,30.00,7.00,,,BKN,,,,8.10,,,,,61.00,,,,,55.00,53.00,1014.30,,1011.30,,,,,,,
9689,29980,99999,201706081000,44.00,7.00,,,BKN,,,,14.70,,,,,52.00,,,,,55.00,52.00,1014.70,,1011.60,,,,,,,0.00
9690,29980,99999,201706081100,58.00,6.00,,30.00,BKN,,,,9.30,,,,,61.00,,,,,55.00,53.00,1014.90,,1011.90,,,,,,,0.00
9691,29980,99999,201706081200,52.00,7.00,,28.00,BKN,,,,6.40,,,,,61.00,,,,8.00,56.00,54.00,1014.70,,1011.70,,,,,,,0.00
9692,29980,99999,201706081300,64.00,4.00,,,BKN,,,,10.00,,,,,61.00,,,,,57.00,55.00,1014.60,,1011.50,,,,,,,0.00
9693,29980,99999,201706081400,60.00,4.00,,34.00,BKN,,,,8.90,,,,,61.00,,,,,57.00,55.00,1014.40,,1011.40,,,,,,,0.00
9694,29980,99999,201706081500,190.00,4.00,,,BKN,,,,2.00,,,,,62.00,,,,,53.00,52.00,1014.90,,1011.80,,,,,,,
9695,29980,99999,201706081600,192.00,3.00,,3.00,BKN,,,,1.80,,,,,63.00,,,,,52.00,51.00,1015.10,,1012.00,,,,,,,0.00
9696,29980,99999,201706081700,102.00,7.00,,6.00,BKN,,,,6.50,,,,,61.00,,,,,53.00,52.00,1014.90,,1011.80,,,,,,,0.00
9697,29980,99999,201706081800,84.00,9.00,12.00,8.00,OVC,,,,8.80,,,,,61.00,,,,6.00,53.00,51.00,1015.10,,1012.00,57.00,52.00,0.03,,,,1.00
9698,29980,99999,201706081900,105.00,5.00,,3.00,BKN,,,,6.20,,,,,52.00,,,,,52.00,51.00,1015.20,,1012.20,,,,,,,0.00
9699,29980,99999,201706082000,82.00,4.00,,3.00,BKN,,,,6.20,,,,,0.00,,,,,52.00,51.00,1015.10,,1012.00,,,,,,,0.00
9700,29980,99999,201706082100,140.00,4.00,,,BKN,,,,3.80,,,,,10.00,,,,,52.00,51.00,1015.50,,1012.40,,,,,,,
9701,29980,99999,201706082200,131.00,5.00,,6.00,OVC,,,,3.90,,,,,10.00,,,,,52.00,51.00,1015.60,,1012.50,,,,,,,0.00
9702,29980,99999,201706082300,201.00,4.00,,2.00,BKN,,,,2.10,,,,,22.00,,,,,52.00,51.00,1015.60,,1012.60,,,,,,,0.00
9703,29980,99999,201706090000,177.00,2.00,,3.00,OVC,,,,3.20,,,,,10.00,,,,8.00,52.00,51.00,1015.60,,1012.50,,,,,,,0.00
9704,29980,99999,201706090100,360.00,0.00,,3.00,BKN,,,,3.00,,,,,10.00,,,,,52.00,51.00,1015.50,,1012.40,,,,,,,0.00
9705,29980,99999,201706090200,161.00,3.00,,3.00,BKN,,,,4.90,,,,,10.00,,,,,52.00,51.00,1015.60,,1012.50,,,,,,,0.00
9706,29980,99999,201706090300,220.00,4.00,,,BKN,,,,6.20,,,,,10.00,,,,,52.00,51.00,1015.70,,1012.60,,,,,,,
